Departamento;Dep;Municipio;Depmun;Superficie;Poblacion;Irural;Region
 Cund%inamarca;25;   ?!Sutat*aus#a&   ;25781;64,85053814;6169;42;Región Centro Oriente
 Cund%inamarca ;25;T#*a'b&io;25785;75,19839528;22983;30;Región Centro Oriente
 Cundinamarca;25;T'au!#sa;25793;201,8664163;8354;46;Región Centro Oriente
 Cundinam>arca;25;Ten#a ;25797;51,43734552;10065;34;Región Centro Oriente
   Cundinam>arca   ;25;Tenjo!   ;25799;114,2360738;23052;34;Región Centro Oriente
 Cundinamarca;25;Tibacuy!&   ;25805;84,75227305;4477;41;Región Centro Oriente
CUnd%inamarca;25;T?ibir!&i'ta;25807;56,54739447;3207;44;Región Centro Oriente
Cund%inamarca ;25;T#?o&caima;25815;245,8345215;16136;40;Región Centro Oriente
 CUnd%inam>arca;25;Toc'a?nci#pá;25817;73,24008721;43020;28;Región Centro Oriente
 CUnd%inamarca ;25;Top*ai!#pí ;25823;143,7107923;4189;48;Región Centro Oriente
   Cund%inamarca;25; &'*U!bal?#á ;25839;522,4586244;7696;46;Región Centro Oriente
   Cundinam>arca   ;25;U!&#baque;25841;107,0907888;6875;40;Región Centro Oriente
CUnd%inamarca ;25;Villa   de ?  San   Diego   de   Ubate;25843;102,2768803;44802;29;Región Centro Oriente
Cundinam>arca ;25;U'ne ;25845;209,1282686;7144;43;Región Centro Oriente
   CUnd%inamarca   ;25;Ú*tic&'a ;25851;92,08432173;4324;43;Región Centro Oriente
CUnd%inamarca;25;Verg?a*&ra;25862;144,6507752;6975;43;Región Centro Oriente
CUnd%inam>arca ;25;Vianí ;25867;67,11837694;4497;42;Región Centro Oriente
 CUndinamarca ;25;V!il?lagó*m&ez #  ;25871;62,96892692;1783;47;Región Centro Oriente
Cundinamarca ;25;   V&ill?ap!inzón;25873;226,1599387;17796;42;Región Centro Oriente
Cund%inamarca ;25; #Vi'lle!*ta ;25875;140,8872261;27986;34;Región Centro Oriente
 Cundinam>arca;25;V&#i?otá ;25878;201,3298269;13508;40;Región Centro Oriente
   CUndinamarca   ;25; Ya#co'?pí;25885;956,7832746;12367;54;Región Centro Oriente
   CUnd%inamarca   ;25; ?Z#ipacón;25898;54,27038247;4836;38;Región Centro Oriente
 CUndinam>arca ;25; !Z&i#p?aquirá ;25899;194,8204343;138654;25;Región Centro Oriente
Chocó ;27;   Qu?'i#bdó!   ;27001;3507,122809;130042;47;Región Pacífico
Ch%ocó;27;Acan#&dí;27006;797,6375623;14085;58;Región Pacífico
 Cho>có;27;A&lt!#o B'audo ;27025;2050,416714;27982;56;Región Pacífico
   Chocó;27; ?  Atrato;27050;421,5666764;6145;53;Región Pacífico
Ch%o>có;27;   *#B'aga&!dó;27073;807,4542058;11149;56;Región Pacífico
Ch%ocó;27;  !& *Bahía   Solano   ;27075;895,2984709;10207;60;Región Pacífico
   Chocó;27;Bajo Ba#udó;27077;3479,254849;30263;65;Región Pacífico
 Cho>có;27; !'Boj#*?aya ;27099;3630,654586;12212;69;Región Pacífico
   Ch%ocó   ;27; El? #Cantón del San P!ablo;27135;380,495731;6210;54;Región Pacífico
Chocó ;27;Carmen   del   Da#ri?en;27150;3180,694579;18930;74;Región Pacífico
 Ch%o>có;27;Cé!?r*tegui ;27160;423,3540674;5705;51;Región Pacífico
   Chocó;27;  ' !Cond*oto;27205;467,7174048;12464;50;Región Pacífico
 Ch%ocó;27; El C'arme#n d!e Atrato;27245;830,180929;8197;53;Región Pacífico
   Chocó   ;27;El Litoral del Sa&!n Juan ;27250;4134,978955;22242;67;Región Pacífico
 Chocó ;27;Istmina *?'  ;27361;1879,966774;30739;57;Región Pacífico
 Ch%o>có;27;  ' Ju*radó;27372;1252,150646;6774;71;Región Pacífico
 Ch%o>có ;27;   'Llor!#ó   ;27413;842,9090489;9850;55;Región Pacífico
 Cho>có;27;Medio&!   At'ra?to   ;27425;1812,932901;10817;56;Región Pacífico
Ch%o>có ;27;Medio Bau?dó ;27430;1372,044411;15405;60;Región Pacífico
Cho>có   ;27;M'edio*   San   Juan;27450;660,5583617;10718;53;Región Pacífico
Ch%o>có   ;27;Nó'vita ?  ;27491;944,3319481;9116;59;Región Pacífico
Ch%ocó;27;N?u*q'uí;27495;704,0879448;16459;59;Región Pacífico
 Chocó;27;Rí&?o Iro;27580;325,1085898;5537;50;Región Pacífico
   Cho>có   ;27;Río *#'  Quito   ;27600;698,956779;8355;57;Región Pacífico
   Ch%ocó;27;  & Ri#o!sucio;27615;7607,55093;54458;73;Región Pacífico
   Chocó   ;27; San José del Palmar;27660;1582,209736;5015;66;Región Pacífico
Ch%o>có ;27;Si!*pí ;27745;1580,674255;3202;69;Región Pacífico
   Chocó;27;   T#'adó;27787;714,8282108;17925;51;Región Pacífico
Ch%ocó;27; !Un*guía ;27800;1190,321196;12821;58;Región Pacífico
 Cho>có;27;Unión Panameri&c*#?ana;27810;177,7598412;6909;47;Región Pacífico
   Hu%i>la   ;41;   Neiv&#?a*   ;41001;1269,827167;361049;32;Región Centro Sur
 Hu%i>la ;41;Ace*#?'vedo;41006;540,5168745;25046;47;Región Centro Sur
HU%ila;41; Agr?a*do;41013;273,7316483;8866;50;Región Centro Sur
HUila;41; A&'*!ipe;41016;795,630625;16361;50;Región Centro Sur
 HUila ;41;   &Alge!ciras;41020;589,688987;22498;48;Región Centro Sur
   HUila   ;41;A!lta?#&mira;41026;180,9755636;4323;54;Región Centro Sur
   HUila   ;41;Bar&ay*a ;41078;786,0020248;8282;57;Región Centro Sur
   HU%ila;41;   C&amp#oal*eg're;41132;462,7993378;31195;43;Región Centro Sur
 Hui>la ;41;Co&lombia?   ;41206;1584,969918;7136;60;Región Centro Sur
Hu%i>la   ;41;E*l!í'as;41244;80,4417432;4257;48;Región Centro Sur
HUila ;41;G&a?#rzón;41298;606,5211714;73292;40;Región Centro Sur
Hu%ila   ;41;Gig?ant*e ;41306;503,703102;24634;45;Región Centro Sur
 Huila ;41;G?ua*dalupe;41319;249,6073387;18104;44;Región Centro Sur
 Huila ;41;H?#obo;41349;194,2333981;7335;49;Región Centro Sur
HUila;41;I!?#'quira;41357;356,5154798;9291;50;Región Centro Sur
 Hu%i>la ;41; ?  Isn'os;41359;370,6565662;25463;44;Región Centro Sur
 Huila;41; ?La Ar&gentina ;41378;356,4211006;13021;49;Región Centro Sur
HUila ;41;L'&a Pl!at?*a ;41396;814,6509212;61735;44;Región Centro Sur
   Huila   ;41; Ná*'&taga;41483;131,9400305;6520;46;Región Centro Sur
HU%ila ;41; Opor#ap*a ;41503;155,8126072;11779;43;Región Centro Sur
Hu%ila;41;   P#a&icol;41518;278,3107608;6655;54;Región Centro Sur
 Huila;41;  *& P#'alermo;41524;884,2663648;26590;49;Región Centro Sur
Hui>la ;41;Pa#le?s*ti'na ;41530;178,2174557;11282;45;Región Centro Sur
HU%i>la;41;Pit?a&l ;41548;193,6600481;13851;44;Región Centro Sur
 Huila;41; 'Pit#&?a!lito;41551;630,6659366;126682;37;Región Centro Sur
Hui>la   ;41;R#i&ve?ra;41615;251,2301651;24757;46;Región Centro Sur
HU%ila;41; Saladob!la?nc&o ;41660;466,6449087;10502;52;Región Centro Sur
HUi>la;41;S?an& *  Agustín '  ;41668;1390,432191;33391;53;Región Centro Sur
Hu%ila;41;San!ta   María   ;41676;339,3795893;10422;49;Región Centro Sur
   HUi>la   ;41;Su?'az!a   ;41770;429,6671738;22342;50;Región Centro Sur
 Huila;41;  & Tarqui !  ;41791;362,8118363;17587;47;Región Centro Sur
Huila;41;Tes#a'*l!ia;41797;367,0253871;10815;52;Región Centro Sur
HUila;41;   Tel?lo#& '  ;41799;530,3993896;11775;51;Región Centro Sur
   Hu%i>la   ;41;Ter*uel;41801;471,7343537;8064;55;Región Centro Sur
Hui>la;41;Timan?á ;41807;185,7270854;21921;40;Región Centro Sur
   HUi>la;41;V?il#lavieja   ;41872;543,9269215;7247;55;Región Centro Sur
 HU%i>la;41;Yaguará ;41885;332,9153765;7774;51;Región Centro Sur
   La   GUajira   ;44;Rio*&h'ac!ha   ;44001;3088,710922;195747;44;Región Caribe
   La   Guajira;44;   Albania;44035;546,0265525;30848;48;Región Caribe
La   GUa>jira   ;44;Barr&'anca!?s ;44078;800,9417648;37170;49;Región Caribe
   La%   Guajira   ;44; * ! Dib?ula;44090;1749,978069;40051;55;Región Caribe
La%   Gua>jira;44;Dist?r!ac&ción ;44098;231,8728413;13706;45;Región Caribe
La GUaj>ira;44;El Mol*!i&no;44110;242,1848146;7574;49;Región Caribe
La% Guajira ;44;  ' F&onseca* ?  ;44279;473,5224162;43728;45;Región Caribe
 La GUa>jira ;44; 'Hat&on*uevo;44378;214,6399172;21151;43;Región Caribe
   La%   Guajira   ;44;La Jagua del Pi!'lar;44420;179,5907965;3686;54;Región Caribe
La %GUajira;44;Mai!c'*ao ;44430;1768,719812;178832;44;Región Caribe
La   Guajira;44; *  Mana?!u&re;44560;1619,655457;88881;48;Región Caribe
   La   Guajira   ;44;S!*an Juan d#el Cesar ;44650;1313,688361;48387;50;Región Caribe
   La   GUajira;44; *#'Uribia;44847;7886,058077;177815;57;Región Caribe
La GUa>jira;44;Ur'?u!mita   ;44855;246,2746095;11114;45;Región Caribe
 La GUajira;44;Vil!l*anu#eva;44874;260,0959366;28816;41;Región Caribe
   Magdal>ena   ;47;   S'an&ta?   Ma#rta;47001;2347,139289;521239;33;Región Caribe
   Magdalena   ;47;  ' Algarro?bo;47030;406,3883775;16194;49;Región Caribe
 Mag%dal>ena ;47; !*#  Aracataca;47053;1740,838478;40726;50;Región Caribe
Mag%dal>ena ;47;A!rig'&uan?í ;47058;1131,744238;31077;50;Región Caribe
Magdalena ;47;Cerro San An*t#o!nio;47161;177,1961316;9885;44;Región Caribe
Magdal>ena;47;Ch'i*volo ;47170;536,5437406;22715;49;Región Caribe
Magdalena   ;47; #  Cién&aga   ;47189;1324,777269;122285;39;Región Caribe
   Magdalena;47;Con&?cordi!a '  ;47205;109,483706;10908;40;Región Caribe
Magdalena ;47; ?El! Banco;47245;814,8733309;67811;45;Región Caribe
 Magdal>ena;47; ?#El Pi'ño&n ;47258;557,1423771;23400;48;Región Caribe
Magdal>ena ;47;El# R?et!én;47268;262,1822769;20455;40;Región Caribe
Magdalena;47;Fu!nd&ac*ión;47288;971,901235;68681;42;Región Caribe
 Magdalena ;47;Gu?#am'al;47318;564,4924171;27345;47;Región Caribe
Mag%dalena;47;   N*uev!a&   Granada#   ;47460;842,0509564;20485;53;Región Caribe
Magdalena;47; !#?  Pedra'za   ;47541;325,4799447;9225;50;Región Caribe
 Magdal>ena;47;Pijiño   *del   Ca'rm&en;47545;661,564154;12548;52;Región Caribe
Magdalena ;47;Pi#v!i?'*&jay ;47551;1640,444454;38203;50;Región Caribe
Magdalena ;47;  * P&l!?'ato;47555;1457,338277;63026;48;Región Caribe
 Magdal>ena;47;Pue#bl&o Vie'jo;47570;675,4686403;31151;45;Región Caribe
Mag%dal>ena;47;R#emoli&no;47605;594,9312005;11702;52;Región Caribe
 Magdalena;47;   Sabanas   d*e   San   Angel;47660;1238,967174;16247;56;Región Caribe
 Magdalena;47;  ? #Sala'mina;47675;170,4786412;11043;43;Región Caribe
 Magdalena;47; San Sebastián de Buenavist!a ;47692;437,6455684;20171;48;Región Caribe
   Magdal>ena;47;   San  #? Z'enón;47703;268,8830035;12104;49;Región Caribe
 Mag%dal>ena;47; San!ta A&'na;47707;1120,437342;25750;52;Región Caribe
 Magdalena;47;   Santa !  Bárb?*ara   de   Pinto   ;47720;494,7041928;10977;51;Región Caribe
 Mag%dalena ;47;   Sitio&nue?vo;47745;970,9046452;28254;47;Región Caribe
Magdalena   ;47;Tene&rife;47798;492,1992574;13354;50;Región Caribe
Magdalena;47;   'Zap?ayán   ;47960;353,276259;10293;50;Región Caribe
Magdalena;47;Z&ona !Banane*?#ra;47980;446,462118;71578;35;Región Caribe
   Meta   ;50; Vil'la!v*ice&ncio ;50001;1285,879354;538824;30;Región Llano
   Meta;50;Acaci*as ;50006;1123,737929;90124;43;Región Llano
Me>ta;50; Ba'rranca de Upía ;50110;403,8188631;6513;60;Región Llano
M%eta   ;50;  & C#ab?*'!uyaro;50124;913,6625093;6130;65;Región Llano
Meta;50;   Castilla '!  l*a   Nue?va   ;50150;514,6859666;15186;54;Región Llano
 M%eta ;50; Cub?*&!arral ;50223;1157,865246;7019;62;Región Llano
   Meta;50;  ' C?umaral;50226;625,0924459;23014;49;Región Llano
   M%eta;50;   ?El   Cal#vario;50245;277,8516476;1696;56;Región Llano
Me>ta ;50;El&  ' Castillo   ;50251;568,2180556;7619;55;Región Llano
M%eta;50;  ! El   Dorado ?  ;50270;117,3410834;3932;48;Región Llano
   Meta   ;50; F'uente !de ?#Oro;50287;570,9912177;12266;53;Región Llano
   M%e>ta;50;   Gra'#nada *  ;50313;348,3117876;69770;36;Región Llano
Me>ta;50;Gua&?'mal;50318;595,7039183;14298;52;Región Llano
Meta   ;50;Ma!?#piripán;50325;11949,0284;7086;78;Región Llano
   Meta;50;   Mes!e&tas;50330;2280,62999;10706;64;Región Llano
   M%eta   ;50;La   Maca?re'n!a   ;50350;10839,33393;27534;72;Región Llano
M%eta ;50;U#r&*?ibe;50370;6437,208689;9388;71;Región Llano
Meta   ;50;Lej&#anías   ;50400;815,4263346;11256;56;Región Llano
   M%eta   ;50;Puer?to   C!o'ncordia;50450;1242,935517;8484;59;Región Llano
Meta   ;50;   Puerto   G'a!i?tán;50568;17250,08317;42677;78;Región Llano
 Met>a;50;Puerto*!   Lóp&ez;50573;6913,346576;30301;65;Región Llano
 M%e>ta;50;P'u!#er?to   Lleras;50577;2535,77421;10359;66;Región Llano
Meta   ;50;Pu!erto *  Rico;50590;3428,13357;12918;65;Región Llano
   M%eta   ;50;Rest'?&repo;50606;365,11661;18474;48;Región Llano
Me>ta;50;San   Carlos!   de   Guaroa;50680;807,794797;12598;59;Región Llano
Met>a;50;San Jua'n de! Arama ;50683;1169,1046;8948;60;Región Llano
   Meta;50;   S'an#   Juanito   ;50686;237,3508522;1266;57;Región Llano
Meta   ;50;S*an   Mart?ín;50689;5933,652355;26571;67;Región Llano
M%e>ta ;50;Vis*?t!a #  Hermosa   ;50711;4819,210108;17168;66;Región Llano
   Na%riño   ;52; P?as*t!o ;52001;1099,411434;392748;32;Región Pacífico
 Nariño ;52; Al*bán;52019;38,61008739;9443;30;Región Pacífico
 Nariño ;52;Al'dana;52022;47,64054844;7375;40;Región Pacífico
   Na%r>iño;52;An'c&u!#yá;52036;68,90636196;8678;40;Región Pacífico
Nariño   ;52; &Arboled*a ;52051;60,18576464;8431;40;Región Pacífico
Nariño;52;Barbaco'as;52079;2732,933276;56195;60;Región Pacífico
Nariño ;52; #& ? Be!'l*én;52083;41,84540565;6311;39;Región Pacífico
Na%riño ;52;Bues*a#co;52110;635,9608327;23909;48;Región Pacífico
 Na%riño;52; !C&ol?'#ón ;52203;61,75052927;8403;38;Región Pacífico
 Nari>ño;52;   Con?sac#a&   ;52207;119,3536359;13761;43;Región Pacífico
   Nari>ño   ;52;C*on?t&a#dero;52210;43,20904594;7252;39;Región Pacífico
   Nariño;52; C?ó!rd&oba ;52215;304,6344614;15496;49;Región Pacífico
 Na%ri>ño ;52;Cua!sp&ud ;52224;57,11859178;9199;40;Región Pacífico
   Nari>ño   ;52;Cumb!*al;52227;915,3276415;36975;52;Región Pacífico
   Nari>ño;52;  ? Cumbit&ara!   ;52233;355,166977;5843;51;Región Pacífico
Nariño ;52;   Chac*?hagüí   ;52240;146,2717611;15328;43;Región Pacífico
 Nariño;52; !  El   Charco   ;52250;2490,669325;22528;60;Región Pacífico
Nariño ;52; El ?Pe!ñol;52254;119,8574443;7443;46;Región Pacífico
Na%riño   ;52;El Ro?sa'r&#io;52256;520,2915503;12169;54;Región Pacífico
 Nari>ño ;52;El ?  Tablón !  de   Gómez;52258;306,9026105;14296;48;Región Pacífico
 Nariño ;52;El ?  *Tambo   ;52260;247,3527344;13986;46;Región Pacífico
Nariño;52;   Fune*s   ;52287;394,7623566;7168;55;Región Pacífico
Nariño ;52;   G!uach#uc'al;52317;155,6668965;19387;42;Región Pacífico
   Nariño   ;52;   Guaitar*?il'#&la;52320;116,7397824;11422;41;Región Pacífico
 Na%r>iño;52; Gua#lma*tán;52323;29,96186568;7049;37;Región Pacífico
Nariño;52;   I#'l*&?es;52352;80,53153841;7646;42;Región Pacífico
Nariño;52; #*  Imu'és;52354;81,72986498;7530;43;Región Pacífico
 Nari>ño;52;I?&pi!'al#es;52356;1571,751755;115992;45;Región Pacífico
Na%riño ;52; L?&a !C'ruz;52378;238,8463192;18697;44;Región Pacífico
 Nari>ño ;52;La  ! F*lorida   ;52381;136,3129203;9985;43;Región Pacífico
Na%ri>ño ;52;La   Llana*d?a'   ;52385;244,9982839;6481;53;Región Pacífico
 Nari>ño;52;   La&   !Tol?a'   ;52390;415,9090478;7441;54;Región Pacífico
Nariño   ;52;La# Uni?ón ;52399;142,1523773;31803;37;Región Pacífico
 Na%riño ;52; Leiv&a ;52405;310,4204458;9653;49;Región Pacífico
Na%ri>ño;52;Lin#a*res;52411;135,6634468;10098;43;Región Pacífico
   Na%riño;52;Los An*de!&'s ;52418;956,8695381;9376;56;Región Pacífico
   Na%riño   ;52; '&Mag#üí ;52427;1808,095799;25214;61;Región Pacífico
Na%riño;52;Mal#l?am*'a ;52435;569,0454535;8960;57;Región Pacífico
 Nariño ;52;M*os#qu&?era ;52473;768,0522291;12283;57;Región Pacífico
Nariño ;52;Na#?riño;52480;25,3128147;4355;43;Región Pacífico
Nari>ño;52;Ol&aya He!?rr#era;52490;1003,117446;25282;52;Región Pacífico
   Nariño;52;Ospi#na;52506;64,8432117;7039;41;Región Pacífico
 Nariño;52; Fran'cisco P!?izarro ;52520;525,1840159;14176;55;Región Pacífico
   Nari>ño   ;52;P&oli#car?pa;52540;434,3413094;9827;51;Región Pacífico
Nari>ño;52;Po&t#o!sí   ;52560;388,2995576;10197;50;Región Pacífico
   Nariño;52;Provid?enc&ia;52565;39,94762088;5562;35;Región Pacífico
Na%riño   ;52;   P#uerres;52573;350,1439761;8450;53;Región Pacífico
Nariño;52;Pu'p&ia*l#es;52585;129,6597984;17334;40;Región Pacífico
Nariño ;52;Ric#?&aur'*te ;52612;1055,732781;19885;58;Región Pacífico
 Nari>ño;52; R&*ober#to P'ayán;52621;1457,715943;12681;59;Región Pacífico
Nariño;52;Saman?#ie*go '  ;52678;605,0439449;28380;44;Región Pacífico
   Nariño;52;Sa!n'doná;52683;101,6125143;20184;35;Región Pacífico
   Na%ri>ño   ;52;   San   '&Bern!a#rdo;52685;65,16451439;9186;35;Región Pacífico
 Nariño;52;   San  &' Lo!*re?nzo   ;52687;249,1435892;18435;44;Región Pacífico
Nari>ño;52;   S*an   Pa#bl!o   ;52693;111,8596439;15034;38;Región Pacífico
Na%ri>ño;52;San   'Pedro   de   Cartag*o   ;52694;55,64727657;6831;40;Región Pacífico
 Nariño;52;Santa   Bárba!ra;52696;1224,575606;13331;58;Región Pacífico
   Na%riño;52; !  Santacruz   ;52699;540,6326139;10939;50;Región Pacífico
   Nariño;52;   'Sap#uyes   ;52720;115,5485107;7277;46;Región Pacífico
Nari>ño ;52; Tamina'ngo;52786;234,657835;17866;44;Región Pacífico
Nariño   ;52; '  Tan#?g!ua;52788;217,9597661;13397;47;Región Pacífico
Nari>ño;52;  * San   Andrés   !de  # Tumaco   ;52835;3611,510833;255783;30;Región Pacífico
Na%riño;52; Túqu#e!rres;52838;216,2723493;44650;37;Región Pacífico
   Nariño   ;52;Ya*cuanquer;52885;102,7351562;10946;42;Región Pacífico
Norte   de   San>tander;54;C&!úc'uta;54001;1133,525946;749197;29;Región Centro Oriente
Norte de San>tander ;54; Abrego;54003;1382,449756;33003;52;Región Centro Oriente
 Norte% de San>tander;54;A'r&bo?l*ed#as;54051;456,1489886;9860;53;Región Centro Oriente
Norte de Santander ;54;Bochal'?e!#ma;54099;170,2670443;8529;48;Región Centro Oriente
   Norte   de   Santander;54;Bucaras'i?c*!a ;54109;270,7908591;6472;55;Región Centro Oriente
Norte de Santander;54;Cá?co*!#ta;54125;138,9221902;2855;53;Región Centro Oriente
 Norte% de Santander ;54; C!'achir#á ;54128;615,8199047;11096;54;Región Centro Oriente
Norte   de   San>tander   ;54; C?h*inácot'a ;54172;166,2541388;18176;42;Región Centro Oriente
Norte   de   San>tander;54;   Chitagá   ;54174;1185,178041;12042;59;Región Centro Oriente
   Norte   de   San>tander   ;54;Con!v*e&n?ción;54206;931,9213559;19131;55;Región Centro Oriente
   Norte   de   Santander;54;C#uc!utilla ;54223;374,9105455;8307;52;Región Centro Oriente
Norte   de   San>tander;54;Dur'an*?ia;54239;175,0128162;4693;52;Región Centro Oriente
 Norte de San>tander ;54;El C&arm'e?*n ;54245;1727,742958;13648;60;Región Centro Oriente
 Norte de Santander ;54;E*l ?Tarr#a ;54250;704,1002866;21145;57;Región Centro Oriente
 Norte de Santander ;54; E&?l Zulia;54261;505,3040973;28240;48;Región Centro Oriente
Norte   de   San>tander;54; Gr?a!malote ;54313;149,0239078;7524;48;Región Centro Oriente
Norte de Santander ;54;H&a?#c'arí ;54344;419,0049342;10342;53;Región Centro Oriente
Norte% de Santander;54; 'He#rrán ;54347;106,9580248;7087;48;Región Centro Oriente
   Norte   de   Santander;54;Labateca?   ;54377;256,0397861;6443;52;Región Centro Oriente
Norte   de   Santander;54;La   E*spera#nza   ;54385;669,8994397;11941;54;Región Centro Oriente
Norte de Santander ;54; *  L!a   Playa;54398;242,2146673;7821;50;Región Centro Oriente
Norte   de   San>tander;54;Los P&at'?ios;54405;127,5881331;93754;28;Región Centro Oriente
Norte% de Santander;54;Lou!&r#d?es;54418;86,58733641;4091;48;Región Centro Oriente
Norte   de   Santander   ;54;Mu!tiscua   ;54480;158,8096749;4373;51;Región Centro Oriente
 Norte de Santander;54;O'c#aña;54498;522,5999579;124603;36;Región Centro Oriente
   Norte   de   Santander   ;54; 'Pa?mp!lona ;54518;298,2940905;52240;36;Región Centro Oriente
 Norte de Santander;54; Pamplon&ita;54520;170,9308944;5628;50;Región Centro Oriente
 Norte de Santander;54;Puerto   Santand&e'r   ;54553;44,94540103;8938;37;Región Centro Oriente
   Norte   de   San>tander   ;54;   Ra*g!onvalia;54599;97,72577789;6149;44;Región Centro Oriente
 Norte% de Sa>ntander ;54; S!a&l*azar ;54660;493,9100895;10501;54;Región Centro Oriente
Norte%   de   Santander   ;54;San   &Calixt#o   ;54670;398,0219526;12127;51;Región Centro Oriente
 Norte de Santander ;54;San   Cayetano !  ;54673;139,2816488;7442;49;Región Centro Oriente
Norte de Santander ;54;Sa&n*tiag'o ;54680;172,5381884;3537;56;Región Centro Oriente
   Norte%   de   Santander   ;54;Sa!rd'&inata ;54720;1467,70683;26100;56;Región Centro Oriente
 Norte de San>tander ;54; Silo#?s ;54743;316,8554077;6380;54;Región Centro Oriente
   Norte   de   San>tander;54; Teora*ma;54800;927,0539563;17040;55;Región Centro Oriente
 Norte de San>tander;54;   #Ti&'bú;54810;2680,072915;56510;58;Región Centro Oriente
Norte de Santander ;54;Tol*edo   ;54820;1480,665029;15937;58;Región Centro Oriente
Norte de San>tander ;54;   ?Vill*a   Caro   ;54871;401,0584517;5172;57;Región Centro Oriente
Norte% de Sa>ntander ;54;Vil!la del Rosario;54874;90,61902907;107288;25;Región Centro Oriente
QU%indío;63; Ar!me#n?ia ;63001;121,6174162;300194;13;Región Eje Cafetero 
QU%indío;63;   Buen&'a*vista   ;63111;38,45809947;3107;39;Región Eje Cafetero 
   Quindío;63;C'a!larcá ;63130;220,8362899;73872;28;Región Eje Cafetero 
Qu%indío   ;63;Circ#as'ia;63190;90,32288746;28631;29;Región Eje Cafetero 
 Quind>ío ;63;C#órdoba?   ;63212;92,97624817;5687;42;Región Eje Cafetero 
   QUindío;63; Filan#dia;63272;106,5620098;12154;35;Región Eje Cafetero 
   Qu%in>dío;63; #Génova ;63302;294,9377186;7455;46;Región Eje Cafetero 
 QU%indío ;63; La? Tebaida ;63401;89,37974557;34172;27;Región Eje Cafetero 
 Qu%indío;63;Mo'nt*enegro ;63470;149,0575123;37127;30;Región Eje Cafetero 
 QU%indío ;63; !P?i#jao;63548;248,5826167;5146;48;Región Eje Cafetero 
   QUind>ío   ;63;Q#uimba?ya;63594;133,520354;30911;30;Región Eje Cafetero 
   QU%indío   ;63;S*al?'e#nto;63690;347,3199486;9399;49;Región Eje Cafetero 
 Ris%ar>alda ;66; Perei?ra ;66001;608,1659906;472406;21;Región Eje Cafetero 
Ris%ar>alda ;66;Ap&?#ía;66045;149,9805114;12276;37;Región Eje Cafetero 
   Ris%aralda;66;B?al*bo&!a#   ;66075;119,4859849;6348;43;Región Eje Cafetero 
 Ris%aralda;66; Belén de Umbría;66088;180,6004387;24660;34;Región Eje Cafetero 
Ris%aralda   ;66;Dosq#ue?br'ad&as   ;66170;70,12886684;220771;12;Región Eje Cafetero 
 Risaralda;66;   Guáti?ca! *'  ;66318;100,8206391;12108;34;Región Eje Cafetero 
